Skill,Relevant_Coursework,Model_Estimated_ability,Course_Level,Course_Num,Course_IDNum
Process and Procedure Development,"Computer Science 565 Emergent Computing  An insight into a new mindset for programming as an emergent and evolutionary process of ""breeding,"" rather than constructing. Programs can evolve to perform specific tasks in a bottom-up fashion rather than being manually coded. Topics will include: decentralized agent-based programming, massive parallelism and interaction, evolution, swarm intelligence.  ",0.25507918763160703,5.0,565.0,CPSC 565
Computer-Aided Design,"Computer Science 565 Emergent Computing  An insight into a new mindset for programming as an emergent and evolutionary process of ""breeding,"" rather than constructing. Programs can evolve to perform specific tasks in a bottom-up fashion rather than being manually coded. Topics will include: decentralized agent-based programming, massive parallelism and interaction, evolution, swarm intelligence.  ",0.24851816755533218,5.0,565.0,CPSC 565
Test Planning and Field Operations,"Computer Science 565 Emergent Computing  An insight into a new mindset for programming as an emergent and evolutionary process of ""breeding,"" rather than constructing. Programs can evolve to perform specific tasks in a bottom-up fashion rather than being manually coded. Topics will include: decentralized agent-based programming, massive parallelism and interaction, evolution, swarm intelligence.  ",0.24742465229034424,5.0,565.0,CPSC 565
Computer Science,"Computer Science 565 Emergent Computing  An insight into a new mindset for programming as an emergent and evolutionary process of ""breeding,"" rather than constructing. Programs can evolve to perform specific tasks in a bottom-up fashion rather than being manually coded. Topics will include: decentralized agent-based programming, massive parallelism and interaction, evolution, swarm intelligence.  ",0.11198294286727906,5.0,565.0,CPSC 565
Computer-Aided Design,"Computer Science 561 Introduction to Distributed Algorithms  Basic problems in distributed systems such as symmetry breaking, consensus, resource allocation, and synchronization. The impact of system characteristics, such as models of communication, timing and failure, and of solution requirements, such as correctness and complexity criteria and algorithmic constraints, on the computability and complexity of these problems. Techniques for solving problems under different models will be emphasized.  ",0.24851816755533218,5.0,561.0,CPSC 561
System Characterization and Test,"Computer Science 561 Introduction to Distributed Algorithms  Basic problems in distributed systems such as symmetry breaking, consensus, resource allocation, and synchronization. The impact of system characteristics, such as models of communication, timing and failure, and of solution requirements, such as correctness and complexity criteria and algorithmic constraints, on the computability and complexity of these problems. Techniques for solving problems under different models will be emphasized.  ",0.24210761220455168,5.0,561.0,CPSC 561
Test Planning and Field Operations,"Computer Science 561 Introduction to Distributed Algorithms  Basic problems in distributed systems such as symmetry breaking, consensus, resource allocation, and synchronization. The impact of system characteristics, such as models of communication, timing and failure, and of solution requirements, such as correctness and complexity criteria and algorithmic constraints, on the computability and complexity of these problems. Techniques for solving problems under different models will be emphasized.  ",0.23907293034791946,5.0,561.0,CPSC 561
Process and Procedure Development,"Computer Science 561 Introduction to Distributed Algorithms  Basic problems in distributed systems such as symmetry breaking, consensus, resource allocation, and synchronization. The impact of system characteristics, such as models of communication, timing and failure, and of solution requirements, such as correctness and complexity criteria and algorithmic constraints, on the computability and complexity of these problems. Techniques for solving problems under different models will be emphasized.  ",0.23785870003700255,5.0,561.0,CPSC 561
Computer Science,"Computer Science 561 Introduction to Distributed Algorithms  Basic problems in distributed systems such as symmetry breaking, consensus, resource allocation, and synchronization. The impact of system characteristics, such as models of communication, timing and failure, and of solution requirements, such as correctness and complexity criteria and algorithmic constraints, on the computability and complexity of these problems. Techniques for solving problems under different models will be emphasized.  ",0.11198294286727906,5.0,561.0,CPSC 561
Computer-Aided Design,"Computer Science 559 Introduction to Distributed Systems  Designing and implementing distributed systems that overcome challenges due to concurrent computation, failure of components in the system and heterogeneity of processors and communication channels. ",0.24851816755533218,5.0,559.0,CPSC 559
Space Systems and Electronics,"Computer Science 559 Introduction to Distributed Systems  Designing and implementing distributed systems that overcome challenges due to concurrent computation, failure of components in the system and heterogeneity of processors and communication channels. ",0.22135363502502442,5.0,559.0,CPSC 559
System Characterization and Test,"Computer Science 559 Introduction to Distributed Systems  Designing and implementing distributed systems that overcome challenges due to concurrent computation, failure of components in the system and heterogeneity of processors and communication channels. ",0.21867966803312303,5.0,559.0,CPSC 559
Mechanical and Control Systems,"Computer Science 559 Introduction to Distributed Systems  Designing and implementing distributed systems that overcome challenges due to concurrent computation, failure of components in the system and heterogeneity of processors and communication channels. ",0.20095694005489348,5.0,559.0,CPSC 559
Computer Science,"Computer Science 559 Introduction to Distributed Systems  Designing and implementing distributed systems that overcome challenges due to concurrent computation, failure of components in the system and heterogeneity of processors and communication channels. ",0.11198294286727906,5.0,559.0,CPSC 559
